,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag,smooth
0,3,150.663185,-34.0248533,3.9,1.5,0.04,4.25,22.9,9.7,-5.27,-7.68,
1,7,150.663185,-34.0248533,4.4,1.5,0.04,4.21,22.8,9.7,-5.27,-7.65,
2,11,150.663185,-34.0248533,4.1,1.1,0.04,4.22,22.8,9.8,-5.27,-7.66,4.08
3,15,150.663185,-34.0248533,3.9,1.3,0.03,4.22,23,10.1,-5.28,-7.67,4.1
4,19,150.663185,-34.0248533,4.1,1.2,0.04,4.22,22.7,10,-5.28,-7.65,4.02
5,23,150.663185,-34.0248533,4,1.4,0.04,4.21,22.9,9.5,-5.28,-7.67,3.92
6,27,150.663185,-34.0248533,4,1.6,0.05,4.22,22.9,9.4,-5.27,-7.66,3.94
7,31,150.663185,-34.0248533,3.6,1.3,0.05,4.24,23,9.7,-5.28,-7.67,3.98
8,35,150.663185,-34.0248533,4,1.2,0.04,4.24,22.9,9.4,-5.28,-7.68,4.04
9,39,150.663185,-34.0248533,4.3,0.9,0.04,4.22,22.9,10.2,-5.27,-7.67,4.04
10,43,150.663185,-34.0248533,4.3,1.6,0.04,4.24,22.9,9.9,-5.28,-7.67,4.12
11,47,150.663185,-34.0248533,4,1.1,0.04,4.21,22.9,9.7,-5.28,-7.66,4.2
12,51,150.663185,-34.0248533,4,1.3,0.05,4.22,22.7,9.9,-5.28,-7.7,4.18
13,55,150.663185,-34.0248533,4.4,1.5,0.05,4.22,22.8,9.6,-5.28,-7.69,4.2
14,59,150.663185,-34.0248533,4.2,1.1,0.04,4.23,22.7,10.1,-5.28,-7.67,4.24
15,63,150.663185,-34.0248533,4.4,1.3,0.04,4.23,22.8,9.7,-5.28,-7.69,4.3
16,67,150.663185,-34.0248533,4.2,1.4,0.04,4.22,22.7,9.6,-5.28,-7.69,4.26
17,71,150.663185,-34.0248533,4.3,1.2,0.04,4.24,23,9.7,-5.28,-7.7,4.24
18,75,150.663185,-34.0248533,4.2,1.1,0.04,4.24,23,9.7,-5.28,-7.67,4.18
19,79,150.663185,-34.0248533,4.1,1.1,0.04,4.22,22.8,9.8,-5.28,-7.67,4.16
20,83,150.663185,-34.0248533,4.1,1.3,0.04,4.22,22.8,9.6,-5.28,-7.68,4.12
21,87,150.663185,-34.0248533,4.1,1.4,0.04,4.25,22.9,9.7,-5.28,-7.66,4.1
22,91,150.663185,-34.0248533,4.1,1.3,0.05,4.23,22.9,9.7,-5.28,-7.66,4.14
23,95,150.663185,-34.0248533,4.1,1.3,0.05,4.21,22.9,9.8,-5.28,-7.69,4.14
24,99,150.663185,-34.0248533,4.3,1.4,0.04,4.22,22.9,9.9,-5.28,-7.67,4.1
25,103,150.663185,-34.0248533,4.1,1.1,0.04,4.24,23,9.9,-5.28,-7.67,4.06
26,107,150.663185,-34.0248533,3.9,1.2,0.04,4.23,22.8,9.5,-5.28,-7.67,4.08
27,111,150.663185,-34.0248533,3.9,1.3,0.04,4.22,23,9.7,-5.28,-7.68,4.06
28,115,150.663185,-34.0248533,4.2,1.4,0.05,4.24,22.9,9.9,-5.28,-7.69,4.1
29,119,150.663185,-34.0248533,4.2,1.3,0.05,4.23,22.8,9.5,-5.28,-7.7,4.16
30,123,150.663185,-34.0248533,4.3,1.3,0.04,4.27,22.9,9.6,-5.28,-7.68,4.22
31,127,150.663185,-34.0248533,4.2,0.9,0.05,4.23,22.8,9.7,-5.28,-7.67,4.22
32,131,150.663185,-34.0248533,4.2,1.4,0.05,4.23,22.8,9.9,-5.28,-7.7,4.24
33,135,150.663185,-34.0248533,4.2,1.1,0.05,4.23,22.8,9.8,-5.29,-7.69,4.22
34,139,150.663185,-34.0248533,4.3,1.3,0.04,4.22,23.5,10.5,-5.29,-7.73,4.2
35,143,150.663185,-34.0248533,4.2,1.3,0.04,4.23,23.1,10.3,-5.29,-7.75,4.22
36,147,150.663185,-34.0248533,4.1,1.2,0.05,4.24,22.8,9.5,-5.29,-7.69,4.26
37,151,150.663185,-34.0248533,4.3,1.1,0.04,4.26,22.9,9.5,-5.29,-7.68,4.28
38,155,150.663185,-34.0248533,4.4,1.5,0.04,4.23,22.8,10.1,-5.3,-7.73,4.28
39,159,150.663185,-34.0248533,4.4,1.6,0.04,4.22,23,10.1,-5.3,-7.7,4.26
40,163,150.663185,-34.0248533,4.2,1.2,0.05,4.23,22.9,10,-5.29,-7.71,4.16
41,167,150.663185,-34.0248533,4,1.1,0.03,4.24,22.8,9.6,-5.29,-7.72,4.16
42,171,150.663185,-34.0248533,3.8,1.2,0.04,4.24,22.8,9.5,-5.3,-7.7,4.14
43,175,150.663185,-34.0248533,4.4,1.1,0.03,4.21,23,9.8,-5.29,-7.72,4.02
44,179,150.6631867,-34.0248583,4.3,1.4,0.06,4.2,22.7,9.8,-5.28,-7.75,4.04
45,183,150.6631867,-34.0248667,3.6,1.5,0.1,4.03,22.5,9.4,-5.23,-7.79,4.14
46,187,150.6631883,-34.0248783,4.1,1.3,0.03,3.95,23.1,9.8,-5.3,-7.79,4.18
47,191,150.6631883,-34.0248917,4.3,1.1,0.02,3.9,23.2,10.1,-5.25,-7.9,4.5
48,195,150.6631867,-34.024905,4.6,0.6,-0.13,3.85,24.1,10.4,-5.5,-8.21,4.76
49,199,150.6631867,-34.02492,5.9,1.2,-0.36,3.75,25,11,-5.69,-8.61,4.6
50,203,150.663185,-34.0249367,4.9,1.1,-0.16,3.87,25.8,11.4,-5.8,-8.87,4.74
51,207,150.6631817,-34.024955,3.3,1.1,0.06,4.05,25.7,11.3,-5.91,-8.91,4.92
52,211,150.6631767,-34.0249767,5,1.6,-0.09,3.94,25.9,11.9,-5.94,-9.08,4.8
53,215,150.6631717,-34.0249983,5.5,2.6,-0.17,3.84,26.6,12.5,-6.09,-9.42,5.06
54,219,150.6631667,-34.0250217,5.3,2.9,-0.16,3.69,25.6,12.4,-6.02,-9.37,5.62
55,223,150.66316,-34.0250467,6.2,3.3,-0.33,3.57,25.4,12.5,-5.98,-9.4,5.56
56,227,150.6631533,-34.0250717,6.1,3.4,-0.23,3.31,23.9,12.3,-5.53,-8.85,5.12
57,231,150.6631467,-34.0251,4.7,4.7,0.02,2.87,20.2,11.1,-4.67,-7.79,4.58
58,235,150.6631383,-34.0251283,3.3,5.8,0.35,2.43,17,9.8,-3.91,-6.57,4.08
59,239,150.66313,-34.0251567,2.6,7.1,0.54,2.14,14.8,8.7,-3.4,-5.67,3.86
60,243,150.6631233,-34.0251867,3.7,8,0.55,1.85,13.3,8.8,-3.03,-5.17,3.82
61,247,150.663115,-34.0252183,5,10,0.42,1.48,12.5,9.8,-2.82,-5.07,4.06
62,251,150.6631067,-34.0252483,4.5,10.6,0.55,1.57,12.8,10.2,-2.8,-4.94,4.26
63,255,150.6631,-34.02528,4.5,10.1,0.49,1.66,13.6,10.6,-2.95,-5.02,4.22
64,259,150.6630917,-34.0253133,3.6,8.4,0.53,2,14,9.3,-3.22,-5.3,4.02
65,263,150.663085,-34.025345,3.5,8.4,0.51,1.88,13.1,8.5,-3.09,-5.18,4.14
66,267,150.6630767,-34.0253783,4,9.3,0.52,1.58,12.1,8.5,-2.78,-4.89,4.16
67,271,150.66307,-34.0254117,5.1,10,0.48,1.26,11.6,9.3,-2.51,-4.64,4.42
68,275,150.6630617,-34.0254433,4.6,9.9,0.53,1.32,11.2,9,-2.57,-4.65,4.8
69,279,150.6630533,-34.0254767,4.9,9,0.34,1.56,13.6,9.4,-3.14,-5.51,5.02
70,283,150.663045,-34.02551,5.4,7.8,0.15,2.05,17.1,10.4,-3.88,-6.71,4.84
71,287,150.663035,-34.0255433,5.1,6.4,0.23,2.45,18.1,10.1,-4.19,-6.82,4.76
72,291,150.6630267,-34.0255767,4.2,6.1,0.34,2.73,18.5,9.8,-4.27,-6.58,4.44
73,295,150.6630167,-34.02561,4.2,6.1,0.36,2.81,18.4,9.4,-4.25,-6.36,3.94
74,299,150.6630083,-34.025645,3.3,6.4,0.55,2.72,17.3,9,-3.93,-5.76,3.44
75,303,150.663,-34.0256783,2.9,6.4,0.62,2.61,16.4,8.8,-3.68,-5.31,3.18
76,307,150.66299,-34.0257133,2.6,6.8,0.71,2.63,16,9.3,-3.46,-4.79,2.86
77,311,150.6629817,-34.0257467,2.9,7.9,0.77,2.51,14.9,9.1,-3.21,-4.31,2.66
78,315,150.6629717,-34.0257817,2.6,7.9,0.72,2.34,13.1,7.5,-2.96,-3.9,2.52
79,319,150.6629633,-34.0258167,2.3,7.9,0.75,2.03,11.1,6.4,-2.66,-3.59,2.48
80,323,150.662955,-34.02585,2.2,6.7,0.72,1.83,10.7,6,-2.57,-3.5,2.22
81,327,150.6629467,-34.025885,2.4,6.6,0.69,1.9,10.2,5.6,-2.47,-3.41,2.24
82,331,150.6629383,-34.0259183,1.6,6.1,0.68,1.74,10.4,5.9,-2.45,-3.28,2.34
83,335,150.66293,-34.0259533,2.7,6.7,0.53,1.49,10.6,6.4,-2.45,-3.48,2.42
84,339,150.6629217,-34.0259867,2.8,6,0.48,1.57,10.8,6.5,-2.49,-3.7,2.24
85,343,150.662915,-34.02602,2.6,6.3,0.51,1.62,11.1,6.4,-2.65,-3.88,2.18
86,347,150.6629067,-34.026055,1.5,4.6,0.59,1.33,10.7,4.9,-2.72,-3.74,2
87,351,150.6628983,-34.0260883,1.3,3.1,0.55,2.02,10.7,4.8,-2.72,-3.73,1.58
88,355,150.66289,-34.0261217,1.8,3.9,0.48,1.9,10.4,5,-2.7,-3.75,1.4
89,359,150.6628833,-34.0261567,0.7,4.9,0.43,1.71,10.3,4.7,-2.57,-3.57,1.58
90,363,150.6628733,-34.02619,1.7,4.3,0.46,1.91,10.7,6.1,-2.54,-3.54,1.72
91,367,150.6628667,-34.0262233,2.4,4.7,0.4,2.01,10.4,6,-2.52,-3.7,1.82
92,371,150.6628583,-34.0262567,2,6.1,0.39,1.54,10.1,5.9,-2.48,-3.77,2.16
93,375,150.66285,-34.0262883,2.3,3.4,0.37,1.48,9.6,5.6,-2.46,-3.84,2.24
94,379,150.6628417,-34.0263217,2.4,3.4,0.25,1.56,9.6,4.7,-2.61,-4.14,2.4
95,383,150.6628333,-34.0263533,2.1,2.6,0.23,1.59,10.1,4.7,-2.69,-4.23,2.68
96,387,150.662825,-34.026385,3.2,4.4,0.15,0.92,10.7,5.6,-2.71,-4.4,3.14
97,391,150.6628167,-34.026415,3.4,3.4,0.12,-0.62,11.5,6.8,-2.86,-4.56,3.48
98,395,150.66281,-34.0264467,4.6,1.9,0.13,-1.78,12.7,9.2,-2.86,-4.71,3.56
99,399,150.662805,-34.0264767,4.1,22.7,0.1,-5.41,12.6,8.2,-2.99,-4.9,3.3
100,403,150.6627983,-34.026505,2.5,-1,0.07,-9.82,12.1,7.3,-2.94,-4.82,2.8
101,407,150.662785,-34.02653,1.9,-16.9,0.04,-9.52,11.2,6.1,-2.88,-4.78,2.1
102,411,150.6627617,-34.026545,0.9,3.9,0.13,-17.2,10.1,3.2,-2.89,-4.55,1.78
103,415,150.6627333,-34.0265433,1.1,24.9,0.28,-43.61,9.3,1.9,-2.9,-4.34,1.82
104,419,150.6627117,-34.02653,2.5,-56.6,0.33,-50.98,11.5,4.8,-3.06,-4.49,2.12
105,423,150.662705,-34.0265083,2.7,-36.9,0.39,-46.03,11.5,4.1,-3.24,-4.67,2.26
106,427,150.6627083,-34.026485,3.4,42.2,0.25,-42.92,8.8,-0.6,-3.12,-4.37,2.26
107,431,150.6627167,-34.0264617,1.6,1.8,0.22,-33.4,10.3,-0.7,-3.01,-3.97,1.6
108,435,150.662725,-34.026435,1.1,-20.1,0.23,-12.61,13.4,7.6,-3.11,-4.38,1.22
109,439,150.6627333,-34.026405,-0.8,-2.8,0.31,-4.27,13.4,9.4,-3.16,-4.86,0.84
110,443,150.66274,-34.026375,0.8,12.2,0.32,-2.5,12.2,5.9,-3.17,-4.85,1.1
111,447,150.6627483,-34.0263417,1.5,-1.9,0.34,0.53,11.4,4.7,-3.06,-4.6,1.38
112,451,150.662755,-34.02631,2.9,3.5,0.32,1.71,9.9,3.1,-2.89,-4.31,2
113,455,150.6627633,-34.0262783,2.5,4.9,0.3,1.72,10.1,3.9,-2.73,-4.12,2.18
114,459,150.66277,-34.026245,2.3,4.5,0.3,1.56,10.3,5.5,-2.63,-3.92,2.18
115,463,150.66278,-34.0262117,1.7,2.7,0.34,1.7,10.8,6.7,-2.56,-3.76,1.9
116,467,150.6627883,-34.0261783,1.5,3.2,0.39,1.95,10.4,6.4,-2.53,-3.74,1.82
117,471,150.6627967,-34.026145,1.5,3.3,0.42,1.98,9.9,6,-2.49,-3.68,1.74
118,475,150.6628067,-34.0261117,2.1,3.7,0.45,2.07,9.4,4.7,-2.53,-3.73,1.8
119,479,150.6628167,-34.0260767,1.9,4.3,0.5,2.19,9.8,4.5,-2.64,-3.65,2.02
120,483,150.6628267,-34.0260417,2,5,0.5,2.26,10.4,5.1,-2.71,-3.56,2.12
121,487,150.662835,-34.0260083,2.6,4.8,0.48,2.23,11,5.3,-2.73,-3.59,2.14
122,491,150.662845,-34.0259733,2,4.2,0.54,2.3,11.7,6.5,-2.83,-3.69,2.28
123,495,150.6628517,-34.0259417,2.2,4.3,0.51,2.31,11.8,6.9,-2.81,-3.74,2.36
124,499,150.66286,-34.0259133,2.6,4.5,0.39,2.03,11.2,6.9,-2.74,-3.91,2.44
125,503,150.6628667,-34.025885,2.4,5,0.47,2.02,10.7,5.9,-2.74,-3.85,2.66
126,507,150.662875,-34.025855,3,5.6,0.46,1.95,10.8,5.6,-2.76,-3.94,2.82
127,511,150.6628817,-34.0258233,3.1,6.5,0.49,1.86,11.2,6.3,-2.72,-3.92,2.98
128,515,150.66289,-34.0257917,3,7.7,0.57,1.88,11.3,6.8,-2.72,-3.87,3.12
129,519,150.6628983,-34.0257583,3.4,8,0.54,1.96,11.6,6.9,-2.69,-3.68,3.16
130,523,150.6629067,-34.0257267,3.1,7.7,0.6,2.01,11.5,7.1,-2.63,-3.57,3.22
131,527,150.662915,-34.0256933,3.2,7.6,0.63,2.21,12.5,7.9,-2.82,-3.72,3.38
132,531,150.6629233,-34.0256617,3.4,7.8,0.61,2.32,13.2,7.8,-2.99,-3.92,3.7
133,535,150.6629317,-34.0256283,3.8,8,0.54,2.31,14,7.8,-3.2,-4.26,4.14
134,539,150.66294,-34.025595,5,8.6,0.52,2.3,14.8,8.4,-3.31,-4.57,4.62
135,543,150.6629483,-34.0255633,5.3,8.5,0.4,2.28,15.5,9,-3.48,-5.15,5.24
136,547,150.6629567,-34.02553,5.6,8.3,0.26,2.37,17,10.3,-3.77,-5.71,5.82
137,551,150.6629667,-34.0254967,6.5,8.1,0.2,2.44,17.9,11,-3.96,-6.15,6.26
138,555,150.662975,-34.0254633,6.7,8.3,0.17,2.45,18,11.2,-4,-6.34,6.64
139,559,150.6629833,-34.02543,7.2,8.3,0.1,2.28,18.1,11.5,-3.94,-6.45,6.8
140,563,150.6629917,-34.0253967,7.2,8.9,0.07,2,16.8,10.9,-3.67,-6.4,6.7
141,567,150.663,-34.0253633,6.4,10,0.18,1.6,14.6,10,-3.2,-5.79,6.48
142,571,150.66301,-34.02533,6,10.2,0.29,1.39,13.2,10.2,-2.88,-5.26,6.22
143,575,150.6630183,-34.0252967,5.6,10.1,0.3,1.27,12.8,9.9,-2.84,-5.26,5.94
144,579,150.6630267,-34.0252633,5.9,9.7,0.27,1.33,13.5,10.3,-2.93,-5.37,5.88
145,583,150.663035,-34.02523,5.8,9.5,0.27,1.41,14.4,10.3,-3.11,-5.61,6.06
146,587,150.6630433,-34.0251967,6.1,9.3,0.2,1.7,15.6,10.5,-3.4,-5.91,6.5
147,591,150.6630517,-34.0251633,6.9,10.2,0.13,1.65,15.2,10.6,-3.3,-6.02,6.78
148,595,150.66306,-34.0251317,7.8,11,0.1,1.43,14.2,11.3,-3.04,-5.9,6.94
149,599,150.6630683,-34.0251,7.3,10.9,0.17,1.53,14.7,11.7,-3.18,-5.92,7
150,603,150.6630767,-34.0250683,6.6,9.3,0.12,2.06,17.3,11.9,-3.79,-6.6,7.1
151,607,150.6630833,-34.0250367,6.4,7.7,-0.04,2.69,20.7,12.5,-4.58,-7.63,6.92
152,611,150.6630917,-34.025005,7.4,6.1,-0.22,3.18,24,13.4,-5.35,-8.58,6.86
153,615,150.6630983,-34.0249733,6.9,4.3,-0.27,3.93,27,13.5,-6.15,-9.44,6.86
154,619,150.6631067,-34.0249433,7,3.4,-0.31,4.18,28.1,13.7,-6.49,-10.03,6.8
155,623,150.663115,-34.024915,6.6,2.8,-0.32,4.02,27.5,13.3,-6.34,-9.94,6.22
156,627,150.6631217,-34.0248883,6.1,2.3,-0.24,3.98,26.6,12.5,-6.12,-9.46,5.5
157,631,150.6631233,-34.0248633,4.5,1.4,-0.03,3.92,25.1,11.6,-5.82,-8.85,4.86
158,635,150.6631117,-34.02484,3.3,1.1,0.18,4.1,24.4,10.6,-5.6,-8.19,4.26
159,639,150.6630867,-34.0248283,3.8,1.3,0.11,4.16,23.9,10.6,-5.47,-7.91,3.88
160,643,150.6630583,-34.0248283,3.6,0.8,0.19,4.21,23.7,10.9,-5.44,-7.72,3.8
161,647,150.6630367,-34.0248433,4.2,0.6,0.14,4.45,24.9,10.8,-5.58,-7.78,3.92
162,651,150.6630233,-34.0248667,4.1,1.1,0.14,4.4,24.8,10.6,-5.68,-7.97,3.38
163,655,150.6630183,-34.0248917,3.9,0.7,0.06,4.39,25.1,10.9,-5.9,-8.45,3.74
164,659,150.663015,-34.0249167,1.1,-0.1,-0.14,4.23,25.4,11.1,-6.08,-8.91,4.24
165,663,150.6630083,-34.024945,5.4,1.3,-0.24,4.14,27.2,12.4,-6.33,-9.63,4.84
166,667,150.6630033,-34.0249767,6.7,2.1,-0.36,4.07,28.2,13.4,-6.45,-9.93,5.42
167,671,150.662995,-34.0250083,7.1,3.2,-0.4,4.03,28.1,14.2,-6.45,-10.17,6.66
168,675,150.6629867,-34.0250417,6.8,4,-0.2,3.98,27,14.3,-6.13,-9.67,7.02
169,679,150.6629783,-34.025075,7.3,5.1,-0.19,3.63,24.6,13.7,-5.48,-8.87,7.16
170,683,150.66297,-34.02511,7.2,6.9,-0.17,2.94,21.6,13.5,-4.74,-8.15,7.12
171,687,150.6629617,-34.0251467,7.4,7.7,-0.19,2.45,19.8,13,-4.33,-7.81,7.08
172,691,150.6629533,-34.0251833,6.9,8.6,0.01,2.01,16.9,11.9,-3.75,-7,7.02
173,695,150.6629433,-34.02522,6.6,9.2,0.13,1.65,16.4,11.5,-3.46,-6.32,6.92
174,699,150.662935,-34.0252567,7,8.7,-0.01,1.62,16.2,10.8,-3.57,-6.6,6.8
175,703,150.662925,-34.025295,6.7,8.5,0.02,1.62,17.3,11.6,-3.75,-6.83,6.9
176,707,150.662915,-34.0253317,6.8,8.4,-0.03,1.75,18,11.2,-3.98,-7.15,6.96
177,711,150.6629067,-34.0253683,7.4,8.6,-0.03,1.76,18.4,12.3,-4,-7.16,6.94
178,715,150.6628967,-34.025405,6.9,8.7,0.01,1.87,17.7,11.1,-3.91,-6.88,7.12
179,719,150.6628883,-34.02544,6.9,9,0.05,1.9,17.2,10.7,-3.86,-6.62,7.34
180,723,150.66288,-34.025475,7.6,8.9,0.07,2.05,17.6,11.5,-3.83,-6.45,7.4
181,727,150.6628717,-34.02551,7.9,9.7,0.05,2.13,17.4,11.7,-3.8,-6.32,7.48
182,731,150.6628633,-34.025545,7.7,9.9,0.09,2.2,17.1,11.6,-3.7,-6,7.52
183,735,150.662855,-34.02558,7.3,10.1,0.17,1.94,15.8,11.6,-3.38,-5.58,7.28
184,739,150.6628467,-34.0256133,7.1,10.6,0.25,1.88,15.1,11.2,-3.16,-5.11,6.84
185,743,150.6628383,-34.0256467,6.4,10,0.4,2.09,14.9,10.8,-3.17,-4.74,6.28
186,747,150.66283,-34.02568,5.7,9.9,0.45,2.24,14.8,9.6,-3.22,-4.6,5.64
187,751,150.6628217,-34.0257117,4.9,9.4,0.56,2.39,14.5,8.7,-3.19,-4.27,5.04
188,755,150.6628133,-34.025745,4.1,8.8,0.58,2.39,13.7,8.3,-3.12,-4.03,4.66
189,759,150.662805,-34.0257767,4.1,8.5,0.55,2.32,13.1,7.4,-3.03,-3.98,4.38
190,763,150.6627967,-34.0258083,4.5,8.8,0.54,2.22,13.1,8.3,-2.97,-4.03,4.38
191,767,150.6627883,-34.02584,4.3,8.8,0.55,2.06,12.5,8.7,-2.81,-3.97,4.06
192,771,150.66278,-34.02587,4.9,9.2,0.43,1.86,12.4,8.8,-2.83,-4.39,3.72
193,775,150.6627717,-34.0259017,2.5,6.5,0.53,1.96,11.1,5.2,-2.86,-4.16,3.28
194,779,150.6627633,-34.0259317,2.4,6.3,0.56,2.13,12.2,7.7,-2.86,-3.96,2.82
195,783,150.6627567,-34.0259633,2.3,5.2,0.48,2.04,10.3,4.3,-2.86,-4.12,2.54
196,787,150.6627483,-34.0259933,2,3.7,0.46,2.24,10.5,4.4,-2.75,-3.64,2.76
197,791,150.6627417,-34.026025,3.5,5.8,0.48,2.36,12.7,8.8,-2.72,-3.66,2.84
198,795,150.6627333,-34.026055,3.6,6.6,0.5,2.33,13.3,9.9,-2.72,-3.74,2.68
199,799,150.6627267,-34.0260867,2.8,6.5,0.51,2.36,12.3,8.7,-2.69,-3.57,2.76
200,803,150.6627183,-34.0261183,1.5,3.4,0.46,2.15,9.6,3.8,-2.6,-3.53,2.42
201,807,150.6627117,-34.0261483,2.4,4.5,0.48,2.08,9.6,3.7,-2.66,-3.74,2.08
202,811,150.662705,-34.02618,1.8,3.7,0.45,2.05,8.5,3.8,-2.47,-3.5,1.82
203,815,150.6626983,-34.0262117,1.9,3.8,0.44,1.99,8.9,4.8,-2.43,-3.44,1.88
204,819,150.66269,-34.0262433,1.5,3.7,0.46,2.12,9.2,4.8,-2.47,-3.41,1.66
205,823,150.6626817,-34.0262733,1.8,4.1,0.45,2.07,9.8,5.3,-2.55,-3.62,1.7
206,827,150.6626733,-34.026305,1.3,5,0.49,2.06,10,6.1,-2.51,-3.64,1.62
207,831,150.662665,-34.0263367,2,4.4,0.41,1.78,9.7,4.9,-2.62,-3.94,1.52
208,835,150.6626567,-34.0263667,1.5,2.6,0.42,1.87,9.6,4.1,-2.71,-4.08,1.38
209,839,150.6626483,-34.0263967,1,1.9,0.4,1.97,10.3,4.5,-2.88,-4.18,1.42
210,843,150.66264,-34.0264267,1.1,5.7,0.44,0.91,11.7,4.9,-3.13,-4.37,1.54
211,847,150.66263,-34.0264533,1.5,-5.9,0.4,-0.67,12.8,6.3,-3.27,-4.54,1.88
212,851,150.6626133,-34.0264767,2.6,-1.9,0.38,-1.73,13.3,7.5,-3.25,-4.57,1.88
213,855,150.6625867,-34.0264883,3.2,3.2,0.33,-3.05,13.1,7.1,-3.28,-4.75,1.72
214,859,150.6625583,-34.0264817,1,3.6,0.44,-8.94,11.3,4.4,-3.24,-4.54,1.56
215,863,150.66254,-34.026465,0.3,-25.5,0.4,-14.22,11.2,4.4,-3.2,-4.46,1.06
216,867,150.6625367,-34.02644,0.7,-5.8,0.41,-13.91,11.4,5,-3.23,-4.55,1.18
217,871,150.662545,-34.0264167,0.1,19.6,0.36,-14.18,12.3,7.5,-3.13,-4.04,1.08
218,875,150.6625567,-34.0263917,3.8,3,0.33,-10.59,10.2,1.6,-3.13,-3.94,1.32
219,879,150.6625667,-34.026365,0.5,-8.2,0.38,-2.9,13.4,8.3,-3.15,-4.21,1.6
220,883,150.6625767,-34.0263383,1.5,1.1,0.52,1.16,10.8,3.5,-3.13,-4.51,2
221,887,150.6625833,-34.0263117,2.1,6.7,0.42,1.2,12.3,6.8,-2.99,-3.95,1.6
222,891,150.66259,-34.026285,2.1,3.5,0.44,1.53,11,5.4,-2.83,-3.87,1.78
223,895,150.6625983,-34.0262567,1.8,3,0.42,2.08,10.8,6.2,-2.68,-3.76,1.66
224,899,150.662605,-34.0262283,1.4,3.5,0.46,2.22,9.5,5.2,-2.59,-3.71,1.72
225,903,150.6626117,-34.0261983,0.9,2.3,0.49,2.26,10,6.2,-2.59,-3.71,1.7
226,907,150.66262,-34.0261683,2.4,5.5,0.49,2.21,8.6,3.1,-2.56,-3.37,1.86
227,911,150.6626283,-34.0261383,2,4.6,0.47,2.25,8.2,2.7,-2.55,-3.63,1.9
228,915,150.6626367,-34.0261067,2.6,6.2,0.36,1.94,8.6,3.6,-2.48,-3.22,2
229,919,150.662645,-34.026075,1.6,3,0.41,1.97,11.3,8.5,-2.53,-3.41,2.04
230,923,150.6626517,-34.026045,1.4,2.8,0.46,2.07,12,9.5,-2.58,-3.41,2.14
231,927,150.66266,-34.0260133,2.6,5.3,0.45,2.08,10.2,5.3,-2.55,-3.44,2.14
232,931,150.6626683,-34.0259817,2.5,4.2,0.44,2.16,10.9,6.7,-2.64,-3.78,2.46
233,935,150.6626767,-34.02595,2.6,5.1,0.46,2.22,10.5,5,-2.7,-3.8,2.82
234,939,150.662685,-34.0259183,3.2,4.8,0.45,2.22,10.8,6.2,-2.72,-3.78,2.9
235,943,150.6626917,-34.0258883,3.2,5.6,0.41,2.12,11,5.8,-2.75,-3.86,2.86
236,947,150.6626983,-34.0258567,3,5.7,0.47,2.21,11.3,5.8,-2.84,-3.82,2.76
237,951,150.6627067,-34.0258267,2.3,5.2,0.55,2.26,11.9,6.2,-2.87,-3.83,2.66
238,955,150.6627133,-34.0257983,2.1,5.4,0.55,2.16,12.3,6.7,-2.91,-3.95,2.62
239,959,150.66272,-34.0257683,2.7,5.9,0.57,2.03,12,6.9,-2.83,-4.04,2.72
240,963,150.6627267,-34.0257383,3,6.6,0.56,2.05,12.3,7,-2.9,-4.08,3.12
241,967,150.662735,-34.0257067,3.5,7.4,0.52,2.05,12.6,7,-3,-4.26,3.5
242,971,150.6627433,-34.0256767,4.3,7.6,0.5,2.14,13.7,7.9,-3.18,-4.49,3.84
243,975,150.6627517,-34.025645,4,8.1,0.5,2.16,14.1,7.8,-3.23,-4.56,4
244,979,150.66276,-34.0256117,4.4,8.1,0.47,2.15,14.7,8.5,-3.28,-4.61,4.28
245,983,150.6627667,-34.02558,3.8,7.8,0.48,2.27,15.5,8.8,-3.42,-4.88,4.42
246,987,150.662775,-34.0255467,4.9,7.9,0.38,2.18,15.5,9,-3.37,-5.04,4.68
247,991,150.6627833,-34.0255133,5,8.4,0.35,1.98,14.8,9.6,-3.21,-5.08,4.98
248,995,150.66279,-34.02548,5.3,8.9,0.33,1.81,14,9.3,-3.11,-5.16,5.38
249,999,150.6627983,-34.0254467,5.9,8.4,0.24,1.9,15.2,9.6,-3.37,-5.48,5.68
250,1003,150.6628067,-34.0254117,5.8,8.5,0.2,2.1,16.7,9.8,-3.69,-5.86,6.16
251,1007,150.662815,-34.0253783,6.4,7.8,0.06,2.43,18.9,10.9,-4.22,-6.5,6.54
252,1011,150.6628233,-34.025345,7.4,7.6,-0.04,2.63,20.3,12,-4.54,-7.11,6.74
253,1015,150.6628333,-34.02531,7.2,7.4,-0.11,2.46,21,12,-4.71,-7.72,7.08
254,1019,150.6628433,-34.0252767,6.9,7.2,-0.19,2.57,21.8,11.8,-4.94,-8.14,7.24
255,1023,150.6628517,-34.0252417,7.5,7.1,-0.21,2.51,22.5,12.5,-5.01,-8.32,7.26
256,1027,150.6628617,-34.0252083,7.2,7.4,-0.18,2.54,22.4,12.4,-4.97,-8.34,7.26
257,1031,150.66287,-34.0251733,7.5,7.4,-0.2,2.27,20.8,11.9,-4.54,-7.98,7.48
258,1035,150.6628783,-34.0251383,7.2,8.3,-0.17,1.76,18.4,12,-3.98,-7.46,7.62
