Latitude,Longitude,Accuracy,Time,Reading 
-34.02544615,150.66305784,3.0,131043,5.06
-34.02547532,150.66305044,3.0,131044,4.92
-34.02550451,150.66304361,3.0,131045,5.2
-34.0255339,150.66303738,3.0,131046,4.92
-34.02556294,150.66303085,3.0,131047,5.119999
-34.02559199,150.6630241,3.0,131048,5.24
-34.02562121,150.66301718,3.0,131049,5.38
-34.02565093,150.66301071,3.0,131050,5.079999
-34.02568112,150.66300433,3.0,131051,5.22
-34.02571178,150.66299793,3.0,131052,5.47
-34.02574272,150.66299116,4.0,131053,5.150001
-34.02577412,150.66298427,3.0,131054,4.85
-34.02580567,150.66297732,3.0,131055,5.140001
-34.02583741,150.66297055,3.0,131056,5.26
-34.02586931,150.66296386,3.0,131057,5.109999
-34.02590072,150.66295799,3.0,131058,4.87
-34.02593218,150.66295198,3.0,131059,5.11
-34.02596391,150.66294501,3.0,131100,5.06
-34.02599517,150.6629374,3.0,131101,4.84
-34.02602662,150.66292945,3.0,131102,4.71
-34.02605835,150.66292128,3.0,131103,4.84
-34.02608949,150.66291229,3.0,131104,4.98
-34.02612056,150.66290321,3.0,131105,4.74
-34.02615171,150.66289467,3.0,131106,4.9
-34.02618223,150.6628863,3.0,131107,4.98
-34.02621262,150.66287815,3.0,131108,4.77
-34.02624275,150.66287057,3.0,131109,4.93
-34.02627271,150.6628637,3.0,131110,4.91
-34.02630232,150.66285622,3.0,131111,4.97
-34.02633018,150.66285002,3.0,131112,5.02
-34.02635805,150.66284496,3.0,131113,4.72
-34.02638589,150.66284102,3.0,131114,5.05
-34.02641355,150.66283755,3.0,131115,5.1599
-34.02644022,150.66283315,3.0,131116,4.94
-34.02646186,150.66282938,3.0,131117,4.84
-34.02648368,150.66282374,3.0,131118,4.88
-34.02650464,150.66281519,3.0,131119,5.1
-34.02652308,150.66280181,4.0,131120,4.71
-34.02653881,150.6627851,3.0,131121,4.84
-34.02535333,150.66299197,3.0,131217,4.67163
-34.02533198,150.66299816,4.0,131218,4.929999
-34.02531129,150.66300396,3.0,131219,4.73
-34.02527,150.66301443,3.0,131221,4.63
-34.02523043,150.66302548,3.0,131223,4.62
-34.02519339,150.66302995,3.0,131225,4.87
-34.02517682,150.66303221,3.0,131226,4.67
-34.02516625,150.66303659,3.0,131227,4.94
-34.02515455,150.66304034,3.0,131228,4.75
-34.02514235,150.66304463,3.0,131229,4.66
-34.02512922,150.66304726,3.0,131230,4.8
-34.02511576,150.6630505,3.0,131231,4.79
-34.02510034,150.66305382,4.0,131232,4.69
-34.02508578,150.66305723,3.0,131233,4.75
-34.02506946,150.66306122,3.0,131234,4.66
-34.02505241,150.66306586,3.0,131235,4.84
-34.02503145,150.66307003,3.0,131236,4.63
-34.02501154,150.66307292,3.0,131237,4.8
-34.02499202,150.66307574,4.0,131238,4.78
-34.02497222,150.66307738,3.0,131239,4.57
-34.02495252,150.66307931,3.0,131240,4.77
-34.02493358,150.66307897,3.0,131241,4.6
-34.02489849,150.66308321,3.0,131243,4.72
-34.02487101,150.66310518,3.0,131245,4.55
-34.02485617,150.66311751,4.0,131246,5.13
-34.02486553,150.66314466,3.0,131247,5.01
-34.02486212,150.66316506,4.0,131248,5.23
-34.02488756,150.6631796,3.0,131249,4.960001
-34.02489642,150.66319675,4.0,131250,4.75
-34.02492126,150.66319362,3.0,131251,4.81
-34.02493837,150.66319385,3.0,131252,4.57
-34.02495474,150.66319226,3.0,131253,4.96
-34.02497027,150.66318951,3.0,131254,4.55
-34.02498513,150.66318476,3.0,131255,4.95
-34.02499075,150.66318156,3.0,131256,4.98
-34.02499226,150.6631801,3.0,131257,4.79
-34.02498934,150.66317967,4.0,131302,5.36
-34.02498959,150.66317819,3.0,131303,4.7
-34.02498959,150.66317819,4.0,131304,5.09
-34.0249883,150.66317863,3.0,131305,5.389999
-34.02498918,150.66317855,3.0,131306,4.54
-34.0249891,150.66317815,3.0,131307,4.91
-34.02498948,150.66317758,3.0,131308,4.95
-34.02498977,150.66317732,3.0,131309,4.61
-34.02498991,150.66317721,3.0,131310,4.619999
-34.02498998,150.66317716,3.0,131311,5.06
-34.02499006,150.6631771,3.0,131316,4.96277
-34.02499006,150.6631771,3.0,131318,4.68
