ID,Latitude,Longitude,Accuracy,Time,Data1,Data2 ,Data1_ave7
929,-34.0255118,150.66274435,3.21600008010864,114830,97,9.65,101.142857142857
930,-34.02549372,150.66275076,3.21600008010864,114831,99,9.61,100
932,-34.0254762,150.66275678,3.21600008010864,114832,100,9.58,98.8571428571429
933,-34.02545923,150.66276115,3.21600008010864,114833,101,9.56,97.4285714285714
935,-34.02544224,150.66276609,3.21600008010864,114834,97,9.59,97.5714285714286
937,-34.02542364,150.6627718,3.21600008010864,114835,94,9,97.5714285714286
939,-34.02540462,150.66277642,3.21600008010864,114836,94,9.53,97.7142857142857
940,-34.02538569,150.66278181,3.21600008010864,114837,98,9.55,98
942,-34.02536756,150.66278539,3.21600008010864,114838,99,9.63,99.8571428571429
44.57,-34.02534822,150.66278977,3.21600008010864,114839,101,9,101.857142857143
945,-34.02532817,150.662793,3.21600008010864,114840,103,9.56,103.571428571429
947,-34.02530827,150.66279565,3.21600008010864,114841,110,9.57,104
949,-34.02528723,150.66279951,3.21600008010864,114842,108,9.62,104.857142857143
950,-34.02526657,150.66280367,3.21600008010864,114843,106,9.62,105.428571428571
952,-34.0252465,150.66280755,3.21600008010864,114844,101,9.55,105.142857142857
953,-34.02522608,150.66281083,3.21600008010864,114845,105,9.53,104
955,-34.02520633,150.66281323,3.21600008010864,114846,105,9.54,103
957,-34.02518774,150.66281454,3.21600008010864,114847,101,9.64,102.428571428571
959,-34.02516802,150.66281642,3.21600008010864,114848,102,9.71,101.857142857143
960,-34.02514853,150.66281827,3.21600008010864,114849,101,9.67,100.571428571429
962,-34.02513002,150.66282314,3.21600008010864,114850,102,9.69,99.1428571428571
963,-34.0251132,150.66282643,3.21600008010864,114851,97,9.68,97.7142857142857
965,-34.02509474,150.66282864,3.21600008010864,114852,96,9.64,96.1428571428571
967,-34.02507425,150.66283158,3.21600008010864,114853,95,9.56,93.5714285714286
62969,-34.02505271,150.66283506,3.21600008010864,114854,91,9.68,91.2857142857143
970,-34.02503079,150.66283922,3.21600008010864,114855,91,9.67,90
972,-34.02500847,150.66284365,3.21600008010864,114856,83,7.76,89
974,-34.02498721,150.66284669,3.21600008010864,114857,86,7.66,87.5714285714286
975,-34.02496657,150.66284959,3.21600008010864,114858,88,7.67,86
977,-34.02494563,150.66285282,3.21600008010864,114859,89,9.6,83.8571428571429
978,-34.024925,150.66285739,3.21600008010864,114900,85,9.59,83.2857142857143
980,-34.02490673,150.66286219,3.21600008010864,114901,80,9.58,82.4285714285714
982,-34.02488823,150.6628675,3.21600008010864,114902,76,9.52,81.1428571428571
983,-34.02487168,150.66287466,3.21600008010864,114903,79,9.52,79.8571428571429
